W. Europe Standard Time 2026-02-24 13:57:55.993,1771941469431556900,3.60847,10,10,10,0,12
W. Europe Standard Time 2026-02-24 13:57:55.993,1771941469451565100,3.63638,10,10,10,0.0300791,12
W. Europe Standard Time 2026-02-24 13:57:55.993,1771941469471556700,3.76403,10,10,10,0.0300791,12
W. Europe Standard Time 2026-02-24 13:57:55.993,1771941469491556700,3.8928,10,10,10,0.130343,12
W. Europe Standard Time 2026-02-24 13:57:55.993,1771941469511556600,3.90599,10,10,10,0.130343,12
W. Europe Standard Time 2026-02-24 13:57:55.993,1771941469531557000,3.87871,10,10,10,0.295778,12
W. Europe Standard Time 2026-02-24 13:57:55.993,1771941469551556700,3.95931,10,10,10,0.295778,12
W. Europe Standard Time 2026-02-24 13:57:55.993,1771941469571556700,4.13197,10,10,10,0.295778,12
W. Europe Standard Time 2026-02-24 13:57:55.993,1771941469591556600,4.27536,10,10,10,0.295778,12
W. Europe Standard Time 2026-02-24 13:57:55.993,1771941469611555900,4.3682,10,10,10,0.827175,12
W. Europe Standard Time 2026-02-24 13:57:55.993,1771941469631556000,4.52062,10,10,10,0.827175,12
W. Europe Standard Time 2026-02-24 13:57:55.993,1771941469651556700,4.70887,10,10,10,1.17308,12
W. Europe Standard Time 2026-02-24 13:57:55.993,1771941469671556700,4.39731,10,10,10,1.17308,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941469691556700,3.92758,10,10,10,1.59419,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941469711555700,4.03837,10,10,10,1.59419,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941469731556800,4.20796,10,10,10,2.08047,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941469751556700,4.56447,10,10,10,2.08047,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941469771557300,4.55491,10,10,10,2.62691,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941469791556700,4.56475,10,10,10,2.62691,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941469811556700,4.8865,10,10,10,2.62691,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941469831557600,4.927,10,10,10,2.62691,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941469851556600,4.4253,10,10,10,3.94036,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941469871556700,4.93655,10,10,10,3.94036,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941469891556600,5.2921,10,10,10,4.66226,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941469911555700,4.64042,10,10,10,4.66226,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941469931555900,4.00844,10,10,10,5.46938,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941469951556700,4.50523,10,10,10,5.46938,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941469971556700,4.80895,10,10,10,6.33666,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941469991556600,4.7319,10,10,10,6.33666,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470011556600,4.86924,10,10,10,7.26911,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470031567200,4.65663,10,10,10,7.26911,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470051556900,4.25897,10,10,10,7.26911,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470071556600,4.82124,10,10,10,7.26911,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470091556200,5.07182,10,10,10,9.22425,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470111556600,4.78655,10,10,10,9.22425,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470131556800,3.95252,10,10,10,10.1567,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470151556800,4.44494,10,10,10,10.1567,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470171557200,4.86251,10,10,10,11.2847,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470191559900,4.7913,10,10,10,11.2847,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470211556800,4.69412,10,10,10,11.9965,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470231557600,5.12351,10,10,10,12.7034,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470251560200,5.15273,10,10,10,12.7034,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470271559300,5.24173,10,10,10,12.7034,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470291556700,4.98615,10,10,10,12.7034,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470311556700,4.85657,10,10,10,12.7034,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470331556700,5.15235,10,10,10,14.849,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470351556800,5.17564,10,10,10,14.849,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470371556900,4.2975,10,10,10,15.7815,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470391556800,4.34809,10,10,10,16.4883,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470411556700,5.03733,10,10,10,16.4883,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470431556200,5.20806,10,10,10,16.4883,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470451556700,4.63466,10,10,10,17.4308,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470471556700,4.53083,10,10,10,18.3783,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470491556700,4.56013,10,10,10,18.3783,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470511556600,4.46092,10,10,10,18.3783,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470531555600,4.12519,10,10,10,18.3783,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470551558700,4.28237,10,10,10,18.3783,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470571565300,4.56005,10,10,10,20.529,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470591556700,4.46916,10,10,10,20.529,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470611562100,4.94088,10,10,10,21.4514,12
W. Europe Standard Time 2026-02-24 13:57:55.994,1771941470631556600,4.64225,10,10,10,21.4514,12
W. Europe Standard Time 2026-02-24 13:57:55.995,1771941470651557700,4.56877,10,10,10,22.3989,12
W. Europe Standard Time 2026-02-24 13:57:55.995,1771941470671555900,4.75902,10,10,10,22.3989,12
W. Europe Standard Time 2026-02-24 13:57:55.995,1771941470691556700,4.94215,10,10,10,23.3464,12
W. Europe Standard Time 2026-02-24 13:57:55.995,1771941470711556600,4.67854,10,10,10,24.0532,12
W. Europe Standard Time 2026-02-24 13:57:55.995,1771941470731557500,5.22076,10,10,10,24.0532,12
